http://www.mtu.gov.ua/,"Министерство транспорта и связи Украины", 39
http://mpe.kmu.gov.ua/,"Министерство топлива и энергетики", 40
http://www.sai.gov.ua/,"Управление ГАИ МВД Украины", 41
http://www.tourism.gov.ua/,"Государственная туристическая администрация Украин", 42
http://www.kvs.gov.ua/,"Государственный департамент исполнения наказаний", 43
http://www.ucrf.gov.ua/,"Центр "Укрчастотнадзор"", 44
http://icpo.centrmia.gov.ua/,"Национальное центральное бюро Интерпола", 45
http://minjkg.gov.ua,"Министерство по вопросам жилищно-комунального хозяйства", 46
http://www.gp.gov.ua/,"Генеральная прокуратура Украины", 47
http://www.avia.gov.ua/,"Госавиаслужба", 48
http://www.rada.gov.ua/svobodaslova/,"Комитет Верховной Рады по вопросам свободы слова", 49
http://www.bezpeka.com/,"Украинский центр информационной безопасности", 50
http://www.vodokanal.kiev.ua/,"ГКО "Киевводоканал"", 51
http://www.guvmtz.gov.ua/,"Департамент ресурсного обеспечения", 52
http://www.ses.gov.ua/,"Государственная санитарно-эпидемиологическая служб", 53
http://www.ekology.lviv.ua/,"Управление ООПС в Львовской обл.", 54
http://dnop.com.ua/,"Портал по охране труда. Реестр ДНАОП", 55
http://www.chernihiv-oblrada.gov.ua,"Черниговский областной совет", 56
http://dit.centrmia.gov.ua/,"Департамент информационных технологий МВД Украины", 57
http://dzi.com.ua/,"Госземинспекция Украины", 58
http://nspp.gov.ua/,"Национальная служба посредничества и примирения", 59
http://www.derzhdeprelig.gov.ua/,"Государственный департамент по делам религий", 60
http://www.vineco.gov.ua/,"Винницкое управление экологии", 61
http://ipoteka.gov.ua/,"Государственное ипотечное учреждение Украины", 62
http://www.narko.gov.ua/,"Комитет по контролю за наркотиками", 63
http://www.rada.gov.ua/~k_obor/about.htm,"Комитет ВРУ по вопросам национальной безопасности", 64
http://www.apcourtkiev.gov.ua/,"Апелляционный суд города Киева", 65
http://www.stateinsp.kiev.ua/,"Государственная инспекция по контролю качества лек", 66
http://grifre.kiev.ua/,"Отраслевой резервно-инвестиционный фонд развития э", 67
http://www.kyivuvp.kvs.gov.ua/,"Управление государственного департамента Украины", 68
http://www.sokal-rda.gov.ua,"Официальный сайт Сокальской райгосадминистрации", 69
http://www.sdb.gov.ua/,"Государственный департамент по вопросам банкротства", 70
http://www.sops.gov.ua/,"Государственная служба по охране прав на сорта рас", 71
http://lotek.com.ua/,"ОКП "ЛОТЭК"", 72
http://www.gfi.chat.ru/,"Неофициальная страница госфлотинспекции Украины", 73
http://kazna.strace.net/,"Управление Государственного казначейства в АР Крым", 74
http://www.gxi.crimea.ua/,"Государственная хлебная инспекция АР Крым", 75
http://ubozcn.gov.ua,"УБОП УМВД Украины в Черниговской области", 76
http://www.voguzr.narod.ru/,"Главное управление земельных ресурсов в Винницкой области", 77
http://www.zdobrom.org.ua,"Территориальный центр обслуживания инвалидов и малообеспеченных граждан", 78
http://terregion.se-ua.net,"Сайт "Тернопольский район"", 79
http://tsm.if.gov.ua/,"Сайт Тисменницкого района", 80
http://svitlo.gov.ua/,"ОС "СЕПРОсвитло"", 81
http://hi-defend.narod.ru,"Государственная инспекция гражданской защиты и техногенной безопасности МЧС Украины", 82
http://guds.gov.ua/sub/chernigivska/,"Управление государственной службы в Черниговской области", 83
http://kiliya-tax.narod.ru,"Сайт Килийского отделения Измаильской ОГНИ", 84
http://dizr.lviv.ua,"Государственная инспекция защиты растений Львовской области", 85
http://yamp-rda.narod.ru,"Ямпольская районная государственная администрация", 86
http://www.nodpi.biz.ua,"Офіційний сайт http://www.nodpi.biz.ua", 87
http://sribadm.cg.gov.ua/,"Сребнянская районная государственная администрация", 88
http://www.sobes-ter.gov.ua,"ГУТСЗН Тернопольской облгосадминистрации", 89
http://www.rda.nu.km.ua,"Новоушицкая районная государственная администрация Хмельницкой области", 90
http://eogni.org.ua,"Єнакієвська об'єднана державна податкова інспекція", 91
http://www.vokra.ucoz.ua,"Відділ освіти Комунарської райадміністрації м. Запоріжжя", 92
http://shahtarsk.org.ua/,"Шахтарська мiська рада", 93
http://dkrp-kyivobl.gov.ua,"Представительство Госкомпредпринимательства в Киевской области", 94
http://varadm.cg.gov.ua/,"Варвинская районная государственная администрация", 95
http://bobradm.cg.gov.ua/,"Бобровицкая районная государственная администрация", 96
http://bersovet.gov.ua,"Береговой сельский совет", 97
http://artem-rayon.gov.ua,"Официальный сайт Артемовского района", 98
http://bogodukhivrda.gov.ua,"Богодуховская районная государственная администрация", 99
http://www.udai.gov.ua,"Управление ГАИ В Киевской области", 100
http://uprav.ck.minjust.gov.ua/,"Главное управление юстиции в Черкасской области", 101
http://www.kharkovzem.org.ua,"Головне управління Держкомзему у харківській області", 102
http://ntrayrada.ks.ua,"Новотроицкий районный совет Херсонской области", 103
http://semadm.cg.gov.ua/,"Семеновскоя районная государственная администрация", 104
http://nosadm.cg.gov.ua/,"Носовская районная государственная администрация", 105
http://kamenkapfu.gov.ua,"Управление Пенсионного фонда Украины в Каменско-Днепровском районе", 106
http://www.guds.gov.ua,"Главное управление государственной службы Украины", 107
http://dmsu.gov.ua/,"Государственная миграционная служба Украины", 108
http://www.novipetrivtsi-rada.gov.ua/,"Новопетрівська сільська рада", 109
http://melrayses.org.ua,"Мелитопольская районная санитарно-эпидемиологическая станция", 110
http://budget.rada.gov.ua/,"Комитет по вопросам бюджета ВРУ", 111
http://www.teplodar.info/,"Сайт исполнительного комитета Теплодарского городского совета", 112
http://fsnv.lg.ua,"Отделение ИД Фонда СНС Украины в г. Стаханове", 113
http://www.semenivka-rada.com,"Семеновский городской совет", 114
http://goradm.cg.gov.ua/,"Городнянская районная государственная администрация", 115
http://novgadm.cg.gov.ua/,"Новгород-Северская районная государственная администрация", 116
http://www.dvs-zp.gov.ua,"Государственная исполнительная служба в Запорожской области", 117
http://www.sdfm.gov.ua,"Государственный комитет финансового мониторинга Украины", 118
http://cert.gov.ua,"Computer Emergency Response Team of Ukraine", 119
http://belorga.com,"Белогорская районная государственная администрация", 120
http://nn.php0h.com/joomla/,"Новониколаевский поселковый совет", 121
http://bk.loga.gov.ua,"Белокуракинская районная государственная администрация", 122
http://taladm.cg.gov.ua/,"Талалаевская районная государственная администрация", 123
http://neadm.cg.gov.ua/,"Нежинская районная государственная администрация", 124
http://ichadm.cg.gov.ua/,"Ичнянская районная государственная администрация", 125
http://kpadm.cg.gov.ua/,"Коропская районная государственная администрация", 126
http://nemyriv-mrada.gov.ua/,"Немировский городской совет", 127
http://dzhankoi-rada.gov.ua,"Джанкойский городской совет", 128
http://krasnoarmiyska-rada.gov.ua/,"Исполнительный комитет Красноармейского городского совета", 129
http://vysh.gov.ua/,"Вишгородський район", 130
http://www.sumy.ua/,"ДПА", 131
http://slov.loga.gov.ua,"Славяносербская районная государственная администрация", 132
http://www.okt-rada.poltava.ua,"Октябрська районна рада у м. Полтаві", 133
http://www.sockon.org,"Конотопское городское управление труда и социальной защиты населения", 134
http://kozadm.cg.gov.ua/,"Козелецкая районная государственная администрация", 135
http://koradm.cg.gov.ua/,"Корюковская районная государственная администрация", 136
http://rpadm.cg.gov.ua/,"Репкинская районная государственная администрация", 137
http://www.vinrajrada.gov.ua,"Винницкий районный совет", 138
http://www.crm-mia.gov.ua/,"Главное управление МВД Украины в Автономной Республике Крым", 139
http://pershotravneve.ucoz.ua/,"Село Першотравневе. Плосківська сільська рада", 140
http://court.gov.ua/,"Судебная Власть Украины", 141
http://rov.loga.gov.ua,"Исполком Ровенковского городского совета", 142
http://sdpi.od.ua/,"Информационный портал СГНИ по работе с КПН г. Одессы", 143
http://kuladm.cg.gov.ua/,"Куликовская районная государственная администрация", 144
http://schorsadm.cg.gov.ua/,"Щосркая районная государственная администрация", 145
http://bahadm.cg.gov.ua/,"Бахмачская районная государственная администрация", 146
http://nu-rada.gov.ua/,"Новоукраинский городской совет", 147
http://jrr.dp.ua/,"Официальный портал Октябрьского районного в г. Днепропетровске совета", 148
http://soc-yalta.com.ua,"Управление труда и социальной защиты г.Ялта - Официальный сайт", 149
http://sev-lensovet.info,"Ленинский районный совет в г. Севастополе", 150
http://www.necin.com.ua/,"Государственный комитет Украины по энергосбережени", 151
http://stb.loga.gov.ua,"Старобыльская районная государственная администрация", 152
http://www.radanov.at.ua,"Новотроицкий поселковый совет", 153
http://www.usznkonotop.org,"Конотопское городское управление труда и социальной защиты населения", 154
http://www.vasu.gov.ua/,"Высший административный суд Украины", 155
http://meadm.cg.gov.ua/,"Менская районная государственная администрация", 156
http://dokuchaevsk-rada.gov.ua,"Докучаевский городской совет", 157
http://ecology.if.ua/,"Государственное управление охраны окружающей среды в Ивано-Франковской области", 158
http://yampil-rda.gov.ua/,"Ямпольская райгосадминистрация", 159
http://tlumachrada.if.ua/,"Тлумацька районна рада", 160
http://www.minjust.gov.ua/,"Министерство юстиции Украины", 161
http://gioc.mon.gov.ua/,"Главный информационно-вычислительный центр", 162
http://zbbuvr.lutsk.ua,"Западно-Бугское БУВР", 163
http://www.sdpi.gov.ua,"СГНИ по работе з ВПН в г.Днепропетровске", 164
http://www.treasury.gov.ua/,"Веб-портал Государственного казначейства Украины", 165
http://valky-rda.at.ua,"Валковская районная государственная администрация", 166
http://www.khaas.gov.ua,"Харьковский апелляционный административный суд", 167
http://sevgr.org.ua,"Гагаринский район г. Севастополь", 168
http://artemosvita.org.ua/,"Відділ освіти Артемівський Міської ради", 169
http://eogni.gov.ua,"Енакиевская ОГНИ", 170
http://assay.gov.ua/,"Государственная пробирная служба", 171
http://www.hmsoczahist.com.ua,"Главное управление труда и социальной защиты населения Хмельницкой ОГА", 172
http://kulturaslrda.hmarka.net/,"Отдел культуры и туризма Славутской РГА", 173
http://podni.host-ua.org.ua,"Полтавская облгоссеменинспекция", 174
http://cg.gov.ua/,"Черниговская областная государственная администрация", 175
http://boryslavmvk.gov.ua,"Официальный сайт Бориславского городского совета", 176
http://www.zpnalog.gov.ua,"Сайт СГНИ по работе с КПН в г. Запорожье", 177
http://dzi.gov.ua,"Держзовнишинформ", 178
http://upszn-shostka.gov.ua,"Портал Управления труда и социальной защиты населения", 179
http://pograirada.gov.ua,"Погребищенська районна рада", 180
http://www.sadgora.cv.ua,"Садгорский районный совет в г. Черновцах", 181
http://dkrp-kyivobl.ucoz.ua,"Представительство Государственного комитета по вопросам регуляторной политики и предпринимательства в Киевской области", 182
http://sosadm.cg.gov.ua/,"Сосницкая районная государственная администрация", 183
http://pladm.cg.gov.ua/,"Прилуцкая районная государственная администрация", 184
http://www.globyne-rada.gov.ua/,"Глобинский городской совет", 185
http://www.volnovrda.gov.ua/,"Волновахская районная государственная администрация", 186
http://www.dnipr.gov.ua/,"Официальный сайт Днепровского района города Киева", 187
http://khoas.gov.ua/,"Харьковский окружной административный суд", 188
http://putivl-rda.gov.ua/,"Путивльская райгосадминистрация", 189
http://dsmsu.gov.ua,"Государственная служба молодежи и спорта Украины", 190
http://borzadm.cg.gov.ua/,"Борзнянская районная государственная администрация", 191
http://nemyriv-rda.gov.ua/,"Немировская районная государственная администрация", 192
http://mr.gov.ua/,"Гайсинский городской совет", 193
